framerate = 10f
Time (us), Accel_X (mG), Accel_Y (mG), Accel_Z (mG), Gyro_X (mRad/s), Gyro_Y (mRad/s), Gyro_Z (mRad/s), Mag_X (mGauss), Mag_Y (mGauss), Mag_Z (mGauss)
6512842504, 0, -33, -1003, -4, 1, 0, 218, 251, 245
6512842504, 0, -33, -1003, -4, 1, 0, 218, 251, 245
6512942495, 3, -36, -1005, -3, 2, 1, 218, 249, 243
6512942495, 3, -36, -1005, -3, 2, 1, 218, 249, 243
6513042450, 0, -32, -1000, -2, 1, 2, 219, 246, 241
6513042450, 0, -32, -1000, -2, 1, 2, 219, 246, 241
6513142376, -1, -32, -999, -3, 2, 1, 218, 252, 247
6513142376, -1, -32, -999, -3, 2, 1, 218, 252, 247
6513242442, -2, -27, -1000, -5, 3, 3, 218, 254, 249
6513242442, -2, -27, -1000, -5, 3, 3, 218, 254, 249
6513342375, 0, -23, -1000, -4, 4, 5, 219, 253, 248
6513342375, 0, -23, -1000, -4, 4, 5, 219, 253, 248
6513442459, 0, -23, -997, -4, 1, 7, 219, 252, 248
6513442459, 0, -23, -997, -4, 1, 7, 219, 252, 248
6513642423, -1, -31, -997, -5, 0, 5, 219, 250, 248
6513642423, -1, -31, -997, -5, 0, 5, 219, 250, 248
6513742441, -2, -19, -998, -4, 2, 3, 219, 250, 249
6513742441, -2, -19, -998, -4, 2, 3, 219, 250, 249
6513842475, 1, -39, -999, -2, 0, 2, 219, 249, 248
6513842475, 1, -39, -999, -2, 0, 2, 219, 249, 248
6513942379, -2, -28, -1001, -3, 2, 0, 220, 237, 235
6513942379, -2, -28, -1001, -3, 2, 0, 220, 237, 235
6514042434, 0, -31, -997, -2, 0, -2, 220, 241, 240
6514042434, 0, -31, -997, -2, 0, -2, 220, 241, 240
6514142480, 6, -17, -997, -4, 1, 3, 221, 239, 239
6514142480, 6, -17, -997, -4, 1, 3, 221, 239, 239
6514242439, -5, -29, -1000, -4, 1, 5, 220, 249, 249
6514242439, -5, -29, -1000, -4, 1, 5, 220, 249, 249
6514342467, -1, -30, -1001, -3, 1, 7, 221, 249, 250
6514342467, -1, -30, -1001, -3, 1, 7, 221, 249, 250
6514442482, 0, -16, -997, -3, 0, 4, 221, 249, 251
6514442482, 0, -16, -997, -3, 0, 4, 221, 249, 251
6514542372, -3, -22, -995, -4, 0, 5, 221, 248, 250
6514542372, -3, -22, -995, -4, 0, 5, 221, 248, 250
6514642382, -2, -21, -1000, -4, 0, 6, 221, 246, 250
6514642382, -2, -21, -1000, -4, 0, 6, 221, 246, 250
6514742422, 0, -27, -998, -4, 0, 6, 221, 245, 250
6514742422, 0, -27, -998, -4, 0, 6, 221, 245, 250
6514842441, -3, -34, -999, -3, -1, 3, 222, 244, 250
6514842441, -3, -34, -999, -3, -1, 3, 222, 244, 250
6514942436, -3, -32, -1003, -5, -2, 1, 223, 242, 248
6514942436, -3, -32, -1003, -5, -2, 1, 223, 242, 248
6515042481, -4, -35, -1001, -4, 0, -1, 223, 244, 251
6515042481, -4, -35, -1001, -4, 0, -1, 223, 244, 251
6515142379, -6, -34, -998, -4, 1, -5, 223, 245, 254
6515142379, -6, -34, -998, -4, 1, -5, 223, 245, 254
6515242392, -2, -40, -996, -4, 0, -11, 223, 246, 255
6515242392, -2, -40, -996, -4, 0, -11, 223, 246, 255
6515342421, -1, -35, -1002, -3, 0, -6, 223, 246, 255
6515342421, -1, -35, -1002, -3, 0, -6, 223, 246, 255
6515442369, 0, -37, -999, -5, 0, 1, 223, 246, 255
6515442369, 0, -37, -999, -5, 0, 1, 223, 246, 255
6515542449, 0, -31, -999, -5, 1, 2, 223, 245, 255
6515542449, 0, -31, -999, -5, 1, 2, 223, 245, 255
6515642492, -3, -34, -1004, -3, 2, -2, 223, 245, 255
6515642492, -3, -34, -1004, -3, 2, -2, 223, 245, 255
6515742432, 1, -44, -1003, -4, 1, -5, 224, 243, 254
6515742432, 1, -44, -1003, -4, 1, -5, 224, 243, 254
6515842430, 0, -30, -1006, -3, -1, -4, 224, 243, 254
6515842430, 0, -30, -1006, -3, -1, -4, 224, 243, 254
6515942462, 2, -30, -1001, -4, 0, -2, 224, 228, 239
6515942462, 2, -30, -1001, -4, 0, -2, 224, 228, 239
6516042428, -3, -25, -994, -7, 0, -4, 224, 233, 244
6516042428, -3, -25, -994, -7, 0, -4, 224, 233, 244
6516142391, -2, -18, -991, -3, -1, 0, 224, 234, 246
6516142391, -2, -18, -991, -3, -1, 0, 224, 234, 246
6516242505, -11, -17, -1001, -2, -1, 0, 224, 244, 257
6516242505, -11, -17, -1001, -2, -1, 0, 224, 244, 257
6516342462, -5, -33, -1002, -3, 1, -8, 224, 244, 257
6516342462, -5, -33, -1002, -3, 1, -8, 224, 244, 257
6516442460, -3, -29, -1003, -4, 0, -11, 224, 244, 258
6516442460, -3, -29, -1003, -4, 0, -11, 224, 244, 258
6516542452, 3, -32, -1002, -4, -1, 0, 224, 244, 257
6516542452, 3, -32, -1002, -4, -1, 0, 224, 244, 257
6516642450, -3, -29, -996, -5, 0, -1, 224, 243, 257
6516642450, -3, -29, -996, -5, 0, -1, 224, 243, 257
6516742483, -6, -21, -999, -2, 0, -4, 224, 242, 256
6516742483, -6, -21, -999, -2, 0, -4, 224, 242, 256
6516842496, 0, -22, -999, -4, 0, -4, 225, 236, 250
6516842496, 0, -22, -999, -4, 0, -4, 225, 236, 250
6516942498, -9, -33, -1001, -6, 2, -5, 224, 238, 253
6516942498, -9, -33, -1001, -6, 2, -5, 224, 238, 253
6517042419, -3, -21, -1001, -1, -1, -2, 225, 240, 255
6517042419, -3, -21, -1001, -1, -1, -2, 225, 240, 255
6517142440, -1, -33, -997, -3, 1, 0, 225, 242, 257
6517142440, -1, -33, -997, -3, 1, 0, 225, 242, 257
6517242367, -4, -32, -1004, -5, -2, -12, 225, 244, 260
6517242367, -4, -32, -1004, -5, -2, -12, 225, 244, 260
6517342400, 7, -15, -992, -3, 5, -7, 225, 244, 260
6517342400, 7, -15, -992, -3, 5, -7, 225, 244, 260
6517442426, -8, -29, -997, -1, 0, 0, 225, 243, 259
6517442426, -8, -29, -997, -1, 0, 0, 225, 243, 259
6517542696, -7, -40, -992, -4, -3, -6, 225, 245, 262
6517542696, -7, -40, -992, -4, -3, -6, 225, 245, 262
6517642686, 0, -10, -1001, -8, -1, -9, 225, 245, 262
6517642686, 0, -10, -1001, -8, -1, -9, 225, 245, 262
6517742506, -7, -26, -1005, -1, 2, 2, 225, 235, 252
6517742506, -7, -26, -1005, -1, 2, 2, 225, 235, 252
6517842533, -8, -29, -1000, -6, 1, -4, 226, 237, 256
6517842533, -8, -29, -1000, -6, 1, -4, 226, 237, 256
6517942455, -1, -28, -997, -5, 0, -1, 226, 226, 245
6517942455, -1, -28, -997, -5, 0, -1, 226, 226, 245
6518042483, -4, -18, -1003, -4, 0, -6, 227, 227, 246
6518042483, -4, -18, -1003, -4, 0, -6, 227, 227, 246
6518142384, -2, -20, -999, -3, 3, -1, 227, 228, 246
6518142384, -2, -20, -999, -3, 3, -1, 227, 228, 246
6518242443, -4, -27, -1000, -4, 0, 0, 227, 238, 258
6518242443, -4, -27, -1000, -4, 0, 0, 227, 238, 258
6518342520, -6, -36, -997, -4, 6, -4, 227, 242, 262
6518342520, -6, -36, -997, -4, 6, -4, 227, 242, 262
6518442430, -1, -30, -1005, -3, 1, -5, 227, 239, 260
6518442430, -1, -30, -1005, -3, 1, -5, 227, 239, 260
6518542428, -1, -33, -1005, -4, 0, -6, 227, 241, 263
6518542428, -1, -33, -1005, -4, 0, -6, 227, 241, 263
6518642406, -1, -35, -1001, -3, 1, -5, 227, 241, 263
6518642406, -1, -35, -1001, -3, 1, -5, 227, 241, 263
6518742386, -2, -31, -994, -4, 0, -2, 227, 241, 263
6518742386, -2, -31, -994, -4, 0, -2, 227, 241, 263
6518842384, -2, -31, -1003, -4, 1, -2, 227, 241, 263
6518842384, -2, -31, -1003, -4, 1, -2, 227, 241, 263
6518942519, -8, -35, -1005, -3, 0, -4, 227, 236, 258
6518942519, -8, -35, -1005, -3, 0, -4, 227, 236, 258
6519042481, -5, -34, -1005, -2, 0, -7, 228, 237, 260
6519042481, -5, -34, -1005, -2, 0, -7, 228, 237, 260
6519142427, -8, -25, -998, -4, 3, -3, 228, 236, 259
6519142427, -8, -25, -998, -4, 3, -3, 228, 236, 259
6519242485, -2, -26, -998, -5, 5, -4, 227, 241, 264
6519242485, -2, -26, -998, -5, 5, -4, 227, 241, 264
6519342392, -3, -27, -1001, -3, 4, -9, 228, 241, 264
6519342392, -3, -27, -1001, -3, 4, -9, 228, 241, 264
6519442388, 0, -19, -997, -3, 3, -13, 228, 241, 264
6519442388, 0, -19, -997, -3, 3, -13, 228, 241, 264
6519542453, 4, -19, -999, -4, 0, -10, 228, 241, 264
6519542453, 4, -19, -999, -4, 0, -10, 228, 241, 264
6519642443, -2, -26, -996, -4, 1, -8, 228, 241, 264
6519642443, -2, -26, -996, -4, 1, -8, 228, 241, 264
6519742466, -5, -23, -1001, -4, 2, -2, 228, 239, 262
6519742466, -5, -23, -1001, -4, 2, -2, 228, 239, 262
6519842499, -6, -29, -1008, -4, 3, 5, 228, 240, 264
6519842499, -6, -29, -1008, -4, 3, 5, 228, 240, 264
6519942508, -4, -26, -999, -4, 6, -1, 228, 232, 254
6519942508, -4, -26, -999, -4, 6, -1, 228, 232, 254
6520042460, 0, -23, -992, -6, 0, -5, 228, 233, 255
6520042460, 0, -23, -992, -6, 0, -5, 228, 233, 255
6520142447, -1, -27, -1002, -4, -1, -6, 228, 232, 254
6520142447, -1, -27, -1002, -4, -1, -6, 228, 232, 254
6520242444, -1, -28, -1001, -2, 0, -3, 228, 239, 262
6520242444, -1, -28, -1001, -2, 0, -3, 228, 239, 262
6520342470, -4, -23, -997, -2, 0, -6, 228, 245, 268
6520342470, -4, -23, -997, -2, 0, -6, 228, 245, 268
6520442464, -6, -23, -998, -3, 2, -4, 228, 244, 268
6520442464, -6, -23, -998, -3, 2, -4, 228, 244, 268
6520542451, -4, -29, -1000, -4, 2, 0, 229, 244, 267
6520542451, -4, -29, -1000, -4, 2, 0, 229, 244, 267
6520642398, -1, -29, -997, -4, 2, 0, 229, 243, 267
6520642398, -1, -29, -997, -4, 2, 0, 229, 243, 267
6520742525, -2, -33, -999, -4, 0, 7, 229, 242, 266
6520742525, -2, -33, -999, -4, 0, 7, 229, 242, 266
6520842492, -9, -35, -1002, -5, 1, 9, 229, 242, 267
6520842492, -9, -35, -1002, -5, 1, 9, 229, 242, 267
6520942463, -5, -30, -1000, -5, 1, 5, 229, 233, 258
6520942463, -5, -30, -1000, -5, 1, 5, 229, 233, 258
6521042487, -1, -31, -999, -3, 1, 1, 230, 241, 267
6521042487, -1, -31, -999, -3, 1, 1, 230, 241, 267
6521142402, -3, -28, -999, -3, 1, 1, 230, 241, 266
6521142402, -3, -28, -999, -3, 1, 1, 230, 241, 266
6521242414, -3, -27, -996, -2, 3, 3, 230, 242, 268
6521242414, -3, -27, -996, -2, 3, 3, 230, 242, 268
6521342513, -2, -30, -1001, -5, 1, 4, 230, 242, 268
6521342513, -2, -30, -1001, -5, 1, 4, 230, 242, 268
6521442437, 0, -29, -1001, -4, 3, 2, 231, 241, 268
6521442437, 0, -29, -1001, -4, 3, 2, 231, 241, 268
6521542470, -7, -41, -1001, 0, 1, -5, 231, 242, 268
6521542470, -7, -41, -1001, 0, 1, -5, 231, 242, 268
6521642494, -3, -22, -997, -3, 0, -12, 231, 241, 267
6521642494, -3, -22, -997, -3, 0, -12, 231, 241, 267
6521742394, -4, -13, -998, -4, 1, -11, 231, 240, 266
6521742394, -4, -13, -998, -4, 1, -11, 231, 240, 266
6521842402, 2, -23, -994, -5, 1, -1, 231, 236, 262
6521842402, 2, -23, -994, -5, 1, -1, 231, 236, 262
6521942502, -6, -23, -1004, -3, -2, 6, 231, 238, 264
6521942502, -6, -23, -1004, -3, -2, 6, 231, 238, 264
6522042499, -6, -10, -1001, -5, 3, -2, 232, 227, 253
6522042499, -6, -10, -1001, -5, 3, -2, 232, 227, 253
6522142484, -2, -32, -996, -4, 1, -13, 233, 226, 251
6522142484, -2, -32, -996, -4, 1, -13, 233, 226, 251
6522242497, -1, -24, -996, -5, -2, -9, 233, 232, 256
6522242497, -1, -24, -996, -5, -2, -9, 233, 232, 256
6522342565, -2, -23, -997, -5, 3, -3, 233, 242, 268
6522342565, -2, -23, -997, -5, 3, -3, 233, 242, 268
6522442374, -6, -22, -1005, -6, 2, -2, 233, 241, 266
6522442374, -6, -22, -1005, -6, 2, -2, 233, 241, 266
6522542430, 1, -29, -1005, -2, 8, -7, 233, 241, 267
6522542430, 1, -29, -1005, -2, 8, -7, 233, 241, 267
6522642356, -2, -33, -996, -2, 0, -12, 233, 241, 266
6522642356, -2, -33, -996, -2, 0, -12, 233, 241, 266
6522742825, -1, -33, -995, -3, -1, -16, 233, 244, 269
6522742825, -1, -33, -995, -3, -1, -16, 233, 244, 269
6522842461, -4, -20, -999, -3, 2, -10, 234, 238, 262
6522842461, -4, -20, -999, -3, 2, -10, 234, 238, 262
6522942369, -4, -24, -1007, -3, 2, -1, 234, 234, 258
6522942369, -4, -24, -1007, -3, 2, -1, 234, 234, 258
6523042382, -6, -43, -1000, -1, 7, -3, 235, 239, 264
6523042382, -6, -43, -1000, -1, 7, -3, 235, 239, 264
6523142466, 0, -30, -999, -3, 3, -2, 235, 240, 264
6523142466, 0, -30, -999, -3, 3, -2, 235, 240, 264
6523242417, -2, -32, -1000, -1, 1, 0, 235, 243, 267
6523242417, -2, -32, -1000, -1, 1, 0, 235, 243, 267
6523342457, -5, -23, -1002, -2, 1, -1, 236, 243, 267
6523342457, -5, -23, -1002, -2, 1, -1, 236, 243, 267
6523442469, -5, -32, -999, -4, 3, -1, 236, 243, 267
6523442469, -5, -32, -999, -4, 3, -1, 236, 243, 267
6523542439, -6, -26, -1002, -3, 5, -2, 236, 244, 267
6523542439, -6, -26, -1002, -3, 5, -2, 236, 244, 267
6523642452, 2, -33, -991, -6, 2, 0, 237, 243, 266
6523642452, 2, -33, -991, -6, 2, 0, 237, 243, 266
6523742536, -4, -34, -1002, -2, 4, 0, 237, 243, 265
6523742536, -4, -34, -1002, -2, 4, 0, 237, 243, 265
6523842511, 1, -27, -998, -4, 2, 3, 237, 243, 266
6523842511, 1, -27, -998, -4, 2, 3, 237, 243, 266
6523942678, 0, -29, -999, -4, 0, 5, 237, 240, 262
6523942678, 0, -29, -999, -4, 0, 5, 237, 240, 262
6524042619, -6, -33, -999, -2, 3, 2, 238, 228, 250
6524042619, -6, -33, -999, -2, 3, 2, 238, 228, 250
6524142467, -5, -37, -1000, -3, 1, 0, 239, 230, 251
6524142467, -5, -37, -1000, -3, 1, 0, 239, 230, 251
6524242434, 3, -32, -1002, -4, 3, -3, 239, 238, 260
6524242434, 3, -32, -1002, -4, 3, -3, 239, 238, 260
6524342481, 0, -35, -1000, -3, 1, 1, 239, 245, 267
6524342481, 0, -35, -1000, -3, 1, 1, 239, 245, 267
6524442397, -1, -36, -1001, -4, 0, 2, 239, 245, 266
6524442397, -1, -36, -1001, -4, 0, 2, 239, 245, 266
6524542463, -4, -26, -1000, -4, 0, 1, 239, 244, 266
6524542463, -4, -26, -1000, -4, 0, 1, 239, 244, 266
6524642513, -2, -27, -998, -3, 4, 1, 239, 244, 265
6524642513, -2, -27, -998, -3, 4, 1, 239, 244, 265
6524742507, -5, -21, -999, -3, 4, 1, 239, 244, 265
6524742507, -5, -21, -999, -3, 4, 1, 239, 244, 265
6524842461, -2, -31, -1003, -3, 0, 2, 240, 243, 265
6524842461, -2, -31, -1003, -3, 0, 2, 240, 243, 265
6524942445, 2, -26, -1003, -2, 4, 3, 240, 239, 260
6524942445, 2, -26, -1003, -2, 4, 3, 240, 239, 260
6525042399, -1, -31, -1002, -2, 0, 1, 240, 241, 263
6525042399, -1, -31, -1002, -2, 0, 1, 240, 241, 263
6525142447, 1, -29, -1002, -1, 0, 3, 240, 244, 264
6525142447, 1, -29, -1002, -1, 0, 3, 240, 244, 264
6525242547, 0, -34, -1004, -2, -3, 4, 240, 246, 266
6525242547, 0, -34, -1004, -2, -3, 4, 240, 246, 266
6525342416, -4, -26, -998, -3, 1, 0, 241, 246, 266
6525342416, -4, -26, -998, -3, 1, 0, 241, 246, 266
6525442442, 1, -28, -1002, -3, 1, -3, 241, 246, 266
6525442442, 1, -28, -1002, -3, 1, -3, 241, 246, 266
6525542458, 2, -21, -998, -3, 0, 2, 242, 246, 265
6525542458, 2, -21, -998, -3, 0, 2, 242, 246, 265
6525642706, 0, -17, -1000, -2, 0, 3, 242, 245, 264
6525642706, 0, -17, -1000, -2, 0, 3, 242, 245, 264
6525742461, -2, -22, -996, -3, 0, 4, 242, 244, 263
6525742461, -2, -22, -996, -3, 0, 4, 242, 244, 263
6525847398, -3, -30, -996, -2, 3, 4, 243, 246, 265
6525847398, -3, -30, -996, -2, 3, 4, 243, 246, 265
6525942511, -10, -23, -1000, -3, 0, 0, 243, 240, 259
6525942511, -10, -23, -1000, -3, 0, 0, 243, 240, 259
6526042661, -2, -29, -1001, -3, 3, -1, 244, 232, 249
6526042661, -2, -29, -1001, -3, 3, -1, 244, 232, 249
6526142617, -3, -31, -998, -4, 0, 4, 245, 234, 251
6526142617, -3, -31, -998, -4, 0, 4, 245, 234, 251
6526242427, -4, -34, -1004, -2, 0, 4, 245, 239, 255
6526242427, -4, -34, -1004, -2, 0, 4, 245, 239, 255
6526342393, -6, -30, -1002, -2, 0, 0, 245, 248, 265
6526342393, -6, -30, -1002, -2, 0, 0, 245, 248, 265
6526442454, -4, -15, -1003, -2, 2, 2, 246, 248, 265
6526442454, -4, -15, -1003, -2, 2, 2, 246, 248, 265
6526542475, 0, -34, -999, -6, 2, 4, 246, 248, 264
6526542475, 0, -34, -999, -6, 2, 4, 246, 248, 264
6526647456, -6, -30, -1002, -3, 0, -2, 246, 248, 263
6526647456, -6, -30, -1002, -3, 0, -2, 246, 248, 263
6526742569, -1, -23, -997, -2, 4, -4, 247, 248, 262
6526742569, -1, -23, -997, -2, 4, -4, 247, 248, 262
6526842654, -5, -29, -997, -4, 0, -4, 248, 249, 263
6526842654, -5, -29, -997, -4, 0, -4, 248, 249, 263
6526942505, -2, -30, -1002, -4, 2, -5, 249, 237, 249
6526942505, -2, -30, -1002, -4, 2, -5, 249, 237, 249
6527042556, -3, -31, -998, -4, 2, -5, 250, 249, 261
6527042556, -3, -31, -998, -4, 2, -5, 250, 249, 261
6527142480, -2, -33, -1002, -4, 1, -8, 250, 251, 262
6527142480, -2, -33, -1002, -4, 1, -8, 250, 251, 262
6527242573, 0, -32, -999, -2, 1, -1, 251, 254, 264
6527242573, 0, -32, -999, -2, 1, -1, 251, 254, 264
6527342634, -4, -27, -998, -1, 2, -2, 251, 255, 264
6527342634, -4, -27, -998, -1, 2, -2, 251, 255, 264
6527442506, 1, -13, -995, -3, 1, 0, 252, 254, 262
6527442506, 1, -13, -995, -3, 1, 0, 252, 254, 262
6527542547, -10, -31, -996, -2, 1, -3, 253, 256, 263
6527542547, -10, -31, -996, -2, 1, -3, 253, 256, 263
6527642527, -8, -19, -995, -3, 5, -7, 253, 257, 263
6527642527, -8, -19, -995, -3, 5, -7, 253, 257, 263
6527742476, -5, -34, -997, -1, 5, -4, 254, 257, 261
6527742476, -5, -34, -997, -1, 5, -4, 254, 257, 261
6527842733, 0, -45, -997, -4, 0, -2, 255, 260, 264
6527842733, 0, -45, -997, -4, 0, -2, 255, 260, 264
6527942804, -6, -37, -994, -4, 3, -1, 256, 251, 253
6527942804, -6, -37, -994, -4, 3, -1, 256, 251, 253
6528042645, 1, -35, -997, -4, 3, -4, 257, 236, 237
6528042645, 1, -35, -997, -4, 3, -4, 257, 236, 237
6528142602, 0, -37, -1002, -3, 1, 0, 258, 245, 245
6528142602, 0, -37, -1002, -3, 1, 0, 258, 245, 245
6528242540, -2, -34, -1004, -2, 2, -3, 257, 249, 248
6528242540, -2, -34, -1004, -2, 2, -3, 257, 249, 248
6528342404, 0, -31, -1000, -3, 1, -1, 258, 263, 263
6528342404, 0, -31, -1000, -3, 1, -1, 258, 263, 263
6528442383, 0, -27, -999, -3, 0, -3, 258, 264, 262
6528442383, 0, -27, -999, -3, 0, -3, 258, 264, 262
6528542437, 0, -26, -1001, -3, 2, -2, 258, 264, 262
6528542437, 0, -26, -1001, -3, 2, -2, 258, 264, 262
6528642432, -3, -27, -999, -3, 1, -3, 258, 264, 262
6528642432, -3, -27, -999, -3, 1, -3, 258, 264, 262
6528742476, -5, -25, -996, -2, 0, -5, 259, 265, 262
6528742476, -5, -25, -996, -2, 0, -5, 259, 265, 262
6528847512, 2, -28, -997, -2, 3, -6, 260, 265, 262
6528847512, 2, -28, -997, -2, 3, -6, 260, 265, 262
6528942384, 0, -39, -1002, 0, 0, 4, 260, 263, 258
6528942384, 0, -39, -1002, 0, 0, 4, 260, 263, 258
6529042402, -6, -25, -1000, -3, 0, 3, 261, 266, 260
6529042402, -6, -25, -1000, -3, 0, 3, 261, 266, 260
6529142452, -2, -26, -1000, -2, 5, -1, 262, 268, 260
6529142452, -2, -26, -1000, -2, 5, -1, 262, 268, 260
6529242430, -3, -23, -1000, -4, 1, 0, 262, 270, 263
6529242430, -3, -23, -1000, -4, 1, 0, 262, 270, 263
6529342499, 3, -26, -1001, -2, 3, 0, 263, 271, 263
6529342499, 3, -26, -1001, -2, 3, 0, 263, 271, 263
6529442514, 0, -28, -1001, -2, 2, 3, 264, 272, 263
6529442514, 0, -28, -1001, -2, 2, 3, 264, 272, 263
6529542471, -1, -27, -1001, -2, 0, 5, 265, 274, 262
6529542471, -1, -27, -1001, -2, 0, 5, 265, 274, 262
6529642426, 0, -28, -1002, -1, 1, 10, 266, 275, 263
6529642426, 0, -28, -1002, -1, 1, 10, 266, 275, 263
6529742498, -3, -34, -996, -2, 2, 9, 266, 274, 261
6529742498, -3, -34, -996, -2, 2, 9, 266, 274, 261
6529842444, 0, -41, -1001, -3, 4, 5, 268, 278, 263
6529842444, 0, -41, -1001, -3, 4, 5, 268, 278, 263
6529942496, -4, -44, -997, -1, 3, 2, 269, 271, 255
6529942496, -4, -44, -997, -1, 3, 2, 269, 271, 255
6530042764, 1, -29, -995, -3, 2, 3, 271, 264, 244
6530042764, 1, -29, -995, -3, 2, 3, 271, 264, 244
6530142483, -4, -31, -996, -2, 3, 2, 272, 263, 243
6530142483, -4, -31, -996, -2, 3, 2, 272, 263, 243
6530242510, 1, -34, -999, 0, 0, 2, 272, 280, 260
6530242510, 1, -34, -999, 0, 0, 2, 272, 280, 260
6530342491, -1, -37, -1002, -2, 3, 1, 273, 282, 262
6530342491, -1, -37, -1002, -2, 3, 1, 273, 282, 262
6530442459, -5, -39, -999, -4, 2, 0, 274, 283, 261
6530442459, -5, -39, -999, -4, 2, 0, 274, 283, 261
6530542452, -4, -36, -1001, -2, 0, -1, 275, 285, 261
6530542452, -4, -36, -1001, -2, 0, -1, 275, 285, 261
6530642523, 4, -20, -1003, -3, 3, -4, 275, 284, 261
6530642523, 4, -20, -1003, -3, 3, -4, 275, 284, 261
6530742478, -4, -45, -995, -4, 1, -5, 276, 287, 261
6530742478, -4, -45, -995, -4, 1, -5, 276, 287, 261
6530842532, 1, -32, -989, -5, 4, -8, 277, 289, 262
6530842532, 1, -32, -989, -5, 4, -8, 277, 289, 262
6530942530, -4, -38, -998, -4, 3, -2, 278, 283, 255
6530942530, -4, -38, -998, -4, 3, -2, 278, 283, 255
6531042474, 0, -42, -1001, -4, 2, 0, 278, 291, 261
6531042474, 0, -42, -1001, -4, 2, 0, 278, 291, 261
6531142397, 0, -38, -1000, -4, 2, 0, 279, 291, 260
6531142397, 0, -38, -1000, -4, 2, 0, 279, 291, 260
6531242459, -1, -33, -997, -3, 0, -6, 280, 295, 264
6531242459, -1, -33, -997, -3, 0, -6, 280, 295, 264
6531342474, -1, -25, -996, -3, 2, -3, 281, 296, 263
6531342474, -1, -25, -996, -3, 2, -3, 281, 296, 263
6531442480, 0, -27, -997, -3, 1, 0, 281, 297, 264
6531442480, 0, -27, -997, -3, 1, 0, 281, 297, 264
6531542553, 2, -30, -998, -4, 1, 0, 282, 295, 261
6531542553, 2, -30, -998, -4, 1, 0, 282, 295, 261
6531642467, -2, -43, -1000, -4, 4, 0, 283, 298, 264
6531642467, -2, -43, -1000, -4, 4, 0, 283, 298, 264
6531742397, 0, -33, -996, -6, 1, -1, 283, 297, 261
6531742397, 0, -33, -996, -6, 1, -1, 283, 297, 261
6531842522, -2, -33, -998, -1, 4, -1, 284, 301, 265
6531842522, -2, -33, -998, -1, 4, -1, 284, 301, 265
6531942438, -1, -25, -1003, -2, -2, 6, 285, 287, 248
6531942438, -1, -25, -1003, -2, -2, 6, 285, 287, 248
6532042518, -1, -43, -1000, -1, 3, 5, 286, 285, 246
6532042518, -1, -43, -1000, -1, 3, 5, 286, 285, 246
6532142466, 0, -35, -1002, -3, 0, 6, 287, 289, 250
6532142466, 0, -35, -1002, -3, 0, 6, 287, 289, 250
6532242430, -8, -26, -997, -3, 2, 4, 287, 301, 261
6532242430, -8, -26, -997, -3, 2, 4, 287, 301, 261
6532342439, 2, -15, -1000, -3, 1, -4, 287, 307, 266
6532342439, 2, -15, -1000, -3, 1, -4, 287, 307, 266
6532442427, 0, -23, -1002, -4, 1, -3, 288, 307, 265
6532442427, 0, -23, -1002, -4, 1, -3, 288, 307, 265
6532542375, -6, -29, -1000, -1, 3, -4, 289, 309, 265
6532542375, -6, -29, -1000, -1, 3, -4, 289, 309, 265
6532642374, 0, -29, -999, -1, 3, -5, 289, 312, 267
6532642374, 0, -29, -999, -1, 3, -5, 289, 312, 267
6532742497, -1, -36, -997, -3, 0, -5, 290, 311, 264
6532742497, -1, -36, -997, -3, 0, -5, 290, 311, 264
6532842429, -4, -47, -997, -3, 4, -8, 291, 316, 268
6532842429, -4, -47, -997, -3, 4, -8, 291, 316, 268
6532947675, 0, -43, -1000, -4, 0, -6, 292, 313, 264
6532947675, 0, -43, -1000, -4, 0, -6, 292, 313, 264
6533042481, -1, -40, -998, -2, 3, -1, 293, 317, 266
6533042481, -1, -40, -998, -2, 3, -1, 293, 317, 266
6533142365, -3, -41, -997, -3, 1, -3, 294, 307, 254
6533142365, -3, -41, -997, -3, 1, -3, 294, 307, 254
6533242392, 0, -45, -1005, -3, 2, -4, 294, 323, 269
6533242392, 0, -45, -1005, -3, 2, -4, 294, 323, 269
6533342438, -3, -42, -1001, -2, 3, -5, 295, 326, 271
6533342438, -3, -42, -1001, -2, 3, -5, 295, 326, 271
6533442442, -1, -40, -1000, -2, 1, -4, 295, 327, 271
6533442442, -1, -40, -1000, -2, 1, -4, 295, 327, 271
6533542463, 3, -42, -1002, -2, 1, -2, 296, 327, 271
6533542463, 3, -42, -1002, -2, 1, -2, 296, 327, 271
6533642492, -2, -44, -996, -2, 0, -6, 296, 328, 272
6533642492, -2, -44, -996, -2, 0, -6, 296, 328, 272
6533742399, 1, -35, -1003, -2, -1, -9, 296, 328, 271
6533742399, 1, -35, -1003, -2, -1, -9, 296, 328, 271
6533842401, 2, -29, -1000, -4, 1, -3, 296, 331, 272
6533842401, 2, -29, -1000, -4, 1, -3, 296, 331, 272
6533942487, 0, -29, -996, -3, 1, -2, 297, 323, 262
6533942487, 0, -29, -996, -3, 1, -2, 297, 323, 262
6534042434, 0, -27, -997, -5, 1, -5, 298, 318, 256
6534042434, 0, -27, -997, -5, 1, -5, 298, 318, 256
6534142429, -3, -29, -1001, -3, 1, -7, 299, 324, 261
6534142429, -3, -29, -1001, -3, 1, -7, 299, 324, 261
6534242469, -1, -35, -1002, -3, 3, -8, 298, 336, 272
