framerate = 10f
Time (us), Accel_X (mG), Accel_Y (mG), Accel_Z (mG), Gyro_X (mRad/s), Gyro_Y (mRad/s), Gyro_Z (mRad/s), Mag_X (mGauss), Mag_Y (mGauss), Mag_Z (mGauss)
6678642468, -6, -19, -1001, -1, 2, -4, 269, 257, 15
6678642468, -6, -19, -1001, -1, 2, -4, 269, 257, 15
6678742454, -9, -24, -997, -2, 0, -7, 269, 259, 17
6678742454, -9, -24, -997, -2, 0, -7, 269, 259, 17
6678842491, -7, -15, -993, -5, 1, -2, 269, 259, 17
6678842491, -7, -15, -993, -5, 1, -2, 269, 259, 17
6678942495, -11, -25, -1001, -3, 1, 2, 269, 256, 13
6678942495, -11, -25, -1001, -3, 1, 2, 269, 256, 13
6679042397, -7, -23, -1001, -5, 1, 3, 269, 252, 9
6679042397, -7, -23, -1001, -5, 1, 3, 269, 252, 9
6679142536, -18, -27, -1002, -4, 2, -4, 269, 256, 13
6679142536, -18, -27, -1002, -4, 2, -4, 269, 256, 13
6679242461, -8, -27, -1001, -3, 1, -14, 269, 251, 7
6679242461, -8, -27, -1001, -3, 1, -14, 269, 251, 7
6679342441, -4, -20, -999, -3, 2, -11, 269, 259, 16
6679342441, -4, -20, -999, -3, 2, -11, 269, 259, 16
6679442623, -8, -18, -998, -3, 0, 5, 268, 259, 16
6679442623, -8, -18, -998, -3, 0, 5, 268, 259, 16
6679542434, -6, -33, -996, -3, 2, 19, 269, 252, 8
6679542434, -6, -33, -996, -3, 2, 19, 269, 252, 8
6679642421, -13, -21, -998, -5, 3, 9, 268, 260, 17
6679642421, -13, -21, -998, -5, 3, 9, 268, 260, 17
6679742436, -14, -22, -998, -4, 5, -10, 269, 259, 17
6679742436, -14, -22, -998, -4, 5, -10, 269, 259, 17
6679842381, 0, -25, -1000, -3, 3, -11, 269, 259, 17
6679842381, 0, -25, -1000, -3, 3, -11, 269, 259, 17
6679942446, -7, -14, -1002, -3, 2, 9, 268, 259, 16
6679942446, -7, -14, -1002, -3, 2, 9, 268, 259, 16
6680042503, -20, -25, -1002, -4, 1, 7, 269, 259, 16
6680042503, -20, -25, -1002, -4, 1, 7, 269, 259, 16
6680142479, -14, -27, -999, -2, 3, -6, 269, 258, 15
6680142479, -14, -27, -999, -2, 3, -6, 269, 258, 15
6680242465, -5, -31, -999, -5, 3, -2, 269, 249, 6
6680242465, -5, -31, -999, -5, 3, -2, 269, 249, 6
6680342432, -8, -20, -999, -3, 4, 1, 269, 254, 11
6680342432, -8, -20, -999, -3, 4, 1, 269, 254, 11
6680442381, -12, -14, -1000, -4, 1, -1, 269, 257, 14
6680442381, -12, -14, -1000, -4, 1, -1, 269, 257, 14
6680542388, -4, -36, -1002, -3, 2, -2, 268, 259, 16
6680542388, -4, -36, -1002, -3, 2, -2, 268, 259, 16
6680642504, -10, -28, -1006, -4, 0, -1, 268, 258, 16
6680642504, -10, -28, -1006, -4, 0, -1, 268, 258, 16
6680742439, -13, -23, -1008, -2, 3, -1, 269, 259, 17
6680742439, -13, -23, -1008, -2, 3, -1, 269, 259, 17
6680842448, -7, -17, -995, -3, 0, 0, 269, 258, 16
6680842448, -7, -17, -995, -3, 0, 0, 269, 258, 16
6680942504, -5, -15, -996, -2, 2, 4, 269, 258, 17
6680942504, -5, -15, -996, -2, 2, 4, 269, 258, 17
6681042385, -10, -6, -997, -3, 5, 11, 269, 257, 16
6681042385, -10, -6, -997, -3, 5, 11, 269, 257, 16
6681142495, -7, -19, -998, -7, 3, 12, 269, 256, 15
6681142495, -7, -19, -998, -7, 3, 12, 269, 256, 15
6681242435, -12, -23, -1005, -2, 7, 16, 269, 250, 7
6681242435, -12, -23, -1005, -2, 7, 16, 269, 250, 7
6681342538, -7, -26, -998, -6, 7, 11, 269, 253, 11
6681342538, -7, -26, -998, -6, 7, 11, 269, 253, 11
6681442581, -4, -23, -995, -5, 4, 4, 269, 250, 8
6681442581, -4, -23, -995, -5, 4, 4, 269, 250, 8
6681542491, -7, -13, -1000, -3, 0, 6, 269, 257, 16
6681542491, -7, -13, -1000, -3, 0, 6, 269, 257, 16
6681642375, -14, -16, -998, -2, 1, 7, 268, 258, 16
6681642375, -14, -16, -998, -2, 1, 7, 268, 258, 16
6681742390, -9, -3, -1000, -2, 1, 11, 268, 259, 16
6681742390, -9, -3, -1000, -2, 1, 11, 268, 259, 16
6681842445, -7, -20, -1003, -2, 5, 13, 268, 259, 16
6681842445, -7, -20, -1003, -2, 5, 13, 268, 259, 16
6681942416, -18, -37, -1013, -3, 4, 0, 267, 259, 16
6681942416, -18, -37, -1013, -3, 4, 0, 267, 259, 16
6682042464, -14, -38, -1002, 0, 1, -3, 267, 257, 13
6682042464, -14, -38, -1002, 0, 1, -3, 267, 257, 13
6682148033, -7, -25, -1001, -3, 3, 7, 266, 263, 18
6682148033, -7, -25, -1001, -3, 3, 7, 266, 263, 18
6682242499, -11, -22, -1001, -3, 8, 12, 266, 254, 7
6682242499, -11, -22, -1001, -3, 8, 12, 266, 254, 7
6682342433, -9, -19, -1005, -4, 8, 7, 266, 247, 0
6682342433, -9, -19, -1005, -4, 8, 7, 266, 247, 0
6682442450, -5, -22, -1003, 0, 0, 5, 265, 260, 12
6682442450, -5, -22, -1003, 0, 0, 5, 265, 260, 12
6682542396, -6, -31, -998, -2, 1, 5, 264, 266, 17
6682542396, -6, -31, -998, -2, 1, 5, 264, 266, 17
6682642390, -11, -32, -1002, -5, 0, 6, 263, 267, 17
6682642390, -11, -32, -1002, -5, 0, 6, 263, 267, 17
6682742507, -4, -41, -1000, -5, 0, 9, 263, 267, 16
6682742507, -4, -41, -1000, -5, 0, 9, 263, 267, 16
6682842451, -8, -39, -1005, -4, -1, 6, 263, 270, 18
6682842451, -8, -39, -1005, -4, -1, 6, 263, 270, 18
6682942479, -9, -41, -1007, -2, 1, 2, 263, 269, 17
6682942479, -9, -41, -1007, -2, 1, 2, 263, 269, 17
6683042451, -8, -40, -1001, -5, -1, 0, 262, 271, 18
6683042451, -8, -40, -1001, -5, -1, 0, 262, 271, 18
6683142447, -13, -31, -995, -7, 1, -1, 262, 270, 16
6683142447, -13, -31, -995, -7, 1, -1, 262, 270, 16
6683242377, -6, -19, -1000, -6, 1, 0, 262, 264, 9
6683242377, -6, -19, -1000, -6, 1, 0, 262, 264, 9
6683342439, -8, -27, -1000, -3, 0, 0, 262, 273, 17
6683342439, -8, -27, -1000, -3, 0, 0, 262, 273, 17
6683442435, -12, -25, -999, -3, 0, 3, 262, 267, 10
6683442435, -12, -25, -999, -3, 0, 3, 262, 267, 10
6683542440, -11, -17, -997, -2, 0, 0, 262, 266, 8
6683542440, -11, -17, -997, -2, 0, 0, 262, 266, 8
6683642484, -7, -31, -996, -1, 3, -5, 261, 278, 21
6683642484, -7, -31, -996, -1, 3, -5, 261, 278, 21
6683742371, -14, -29, -996, -2, -6, -13, 260, 280, 22
6683742371, -14, -29, -996, -2, -6, -13, 260, 280, 22
6683842380, -13, -27, -995, -3, 0, -13, 260, 282, 23
6683842380, -13, -27, -995, -3, 0, -13, 260, 282, 23
6683942438, -19, -21, -1004, -2, -2, -15, 259, 282, 22
6683942438, -19, -21, -1004, -2, -2, -15, 259, 282, 22
6684042430, -5, -25, -1003, -3, 2, -12, 259, 285, 24
6684042430, -5, -25, -1003, -3, 2, -12, 259, 285, 24
6684142489, -6, -29, -999, -3, 0, -5, 258, 285, 23
6684142489, -6, -29, -999, -3, 0, -5, 258, 285, 23
6684242488, -10, -31, -1004, -4, 0, -4, 258, 282, 19
6684242488, -10, -31, -1004, -4, 0, -4, 258, 282, 19
6684342446, -10, -26, -1004, -1, 2, -4, 258, 283, 18
6684342446, -10, -26, -1004, -1, 2, -4, 258, 283, 18
6684442390, -7, -15, -997, -4, 2, 0, 257, 291, 26
6684442390, -7, -15, -997, -4, 2, 0, 257, 291, 26
6684542431, -12, -26, -999, -2, 1, 0, 257, 293, 29
6684542431, -12, -26, -999, -2, 1, 0, 257, 293, 29
6684642365, -12, -25, -1000, -1, 1, 5, 257, 295, 31
6684642365, -12, -25, -1000, -1, 1, 5, 257, 295, 31
6684742443, -13, -21, -1003, 0, 6, 10, 256, 297, 32
6684742443, -13, -21, -1003, 0, 6, 10, 256, 297, 32
6684842498, -12, -27, -995, -4, 5, 7, 256, 298, 34
6684842498, -12, -27, -995, -4, 5, 7, 256, 298, 34
6684942434, -11, -33, -998, -5, 0, 2, 256, 297, 32
6684942434, -11, -33, -998, -5, 0, 2, 256, 297, 32
6685042443, -15, -34, -999, -4, 2, 0, 256, 300, 36
6685042443, -15, -34, -999, -4, 2, 0, 256, 300, 36
6685142488, -9, -28, -997, -6, 3, -1, 256, 299, 35
6685142488, -9, -28, -997, -6, 3, -1, 256, 299, 35
6685242377, -13, -23, -999, -2, 2, 1, 256, 293, 29
6685242377, -13, -23, -999, -2, 2, 1, 256, 293, 29
6685342432, -8, -35, -1004, -2, 2, 13, 255, 300, 36
6685342432, -8, -35, -1004, -2, 2, 13, 255, 300, 36
6685442489, -12, -39, -1000, -5, 4, 15, 255, 299, 36
6685442489, -12, -39, -1000, -5, 4, 15, 255, 299, 36
6685542442, -18, -36, -1000, -9, 7, 11, 255, 307, 46
6685542442, -18, -36, -1000, -9, 7, 11, 255, 307, 46
6685642445, -9, -27, -1001, -5, 3, 0, 255, 308, 47
6685642445, -9, -27, -1001, -5, 3, 0, 255, 308, 47
6685742536, -6, -35, -1004, -6, 5, -20, 255, 310, 49
6685742536, -6, -35, -1004, -6, 5, -20, 255, 310, 49
6685842423, -11, -46, -996, -2, -3, -21, 255, 311, 51
6685842423, -11, -46, -996, -2, -3, -21, 255, 311, 51
6685942428, -10, -21, -1001, -1, -2, -2, 254, 310, 50
6685942428, -10, -21, -1001, -1, -2, -2, 254, 310, 50
6686042470, -7, -24, -999, -4, 2, 4, 254, 313, 54
6686042470, -7, -24, -999, -4, 2, 4, 254, 313, 54
6686142530, -8, -4, -1003, -13, 4, 9, 254, 312, 53
6686142530, -8, -4, -1003, -13, 4, 9, 254, 312, 53
6686242483, -1, -26, -989, -3, 12, 5, 255, 306, 48
6686242483, -1, -26, -989, -3, 12, 5, 255, 306, 48
6686342587, 1, -20, -994, -2, 4, 15, 254, 310, 53
6686342587, 1, -20, -994, -2, 4, 15, 254, 310, 53
6686442383, -10, -9, -988, -3, 1, 24, 254, 314, 58
6686442383, -10, -9, -988, -3, 1, 24, 254, 314, 58
6686542381, -18, -22, -996, 0, 0, 18, 254, 316, 62
6686542381, -18, -22, -996, 0, 0, 18, 254, 316, 62
6686642411, -18, -28, -1000, 0, 0, 7, 255, 317, 65
6686642411, -18, -28, -1000, 0, 0, 7, 255, 317, 65
6686742375, -14, -31, -1003, 1, 4, 7, 255, 318, 68
6686742375, -14, -31, -1003, 1, 4, 7, 255, 318, 68
6686842441, -13, -40, -1000, -2, 2, 10, 255, 319, 71
6686842441, -13, -40, -1000, -2, 2, 10, 255, 319, 71
6686942503, -7, -41, -999, -4, 3, 8, 255, 318, 71
6686942503, -7, -41, -999, -4, 3, 8, 255, 318, 71
6687042460, -13, -35, -1005, -2, 3, 7, 255, 320, 75
6687042460, -13, -35, -1005, -2, 3, 7, 255, 320, 75
6687142471, -7, -32, -1007, -4, 3, -1, 255, 318, 74
6687142471, -7, -32, -1007, -4, 3, -1, 255, 318, 74
6687247793, -14, -40, -1011, 0, 0, -1, 255, 315, 72
6687247793, -14, -40, -1011, 0, 0, -1, 255, 315, 72
6687342498, -13, -37, -1009, 0, 3, -3, 255, 315, 75
6687342498, -13, -37, -1009, 0, 3, -3, 255, 315, 75
6687442380, -12, -24, -996, -2, 1, 1, 255, 301, 61
6687442380, -12, -24, -996, -2, 1, 1, 255, 301, 61
6687542516, -11, -24, -1002, -3, 4, 4, 254, 320, 83
6687542516, -11, -24, -1002, -3, 4, 4, 254, 320, 83
6687642547, -12, -33, -1003, -1, 4, -1, 254, 322, 89
6687642547, -12, -33, -1003, -1, 4, -1, 254, 322, 89
6687742450, -9, -29, -995, -2, 0, -3, 254, 321, 89
6687742450, -9, -29, -995, -2, 0, -3, 254, 321, 89
6687842422, -11, -24, -996, 0, 2, -7, 254, 323, 94
6687842422, -11, -24, -996, 0, 2, -7, 254, 323, 94
6687942382, -9, -23, -998, -2, 0, -13, 253, 323, 96
6687942382, -9, -23, -998, -2, 0, -13, 253, 323, 96
6688042435, -7, -31, -999, -2, 3, -14, 253, 324, 99
6688042435, -7, -31, -999, -2, 3, -14, 253, 324, 99
6688142499, -15, -37, -997, -3, 3, -10, 253, 322, 99
6688142499, -15, -37, -997, -3, 3, -10, 253, 322, 99
6688242458, -3, -30, -996, -5, 3, -8, 252, 321, 100
6688242458, -3, -30, -996, -5, 3, -8, 252, 321, 100
6688342455, -7, -41, -1003, -5, 5, -3, 252, 321, 101
6688342455, -7, -41, -1003, -5, 5, -3, 252, 321, 101
6688442492, -7, -41, -1002, -2, 1, 0, 252, 326, 108
6688442492, -7, -41, -1002, -2, 1, 0, 252, 326, 108
6688542438, -5, -30, -1007, -2, 1, 8, 252, 326, 111
6688542438, -5, -30, -1007, -2, 1, 8, 252, 326, 111
6688642401, -15, -31, -1004, -4, 1, 1, 252, 320, 105
6688642401, -15, -31, -1004, -4, 1, 1, 252, 320, 105
6688742435, -5, -33, -1004, -3, 1, -9, 252, 327, 115
6688742435, -5, -33, -1004, -3, 1, -9, 252, 327, 115
6688842445, -10, -30, -1008, -3, 3, -4, 252, 327, 117
6688842445, -10, -30, -1008, -3, 3, -4, 252, 327, 117
6688942478, -11, -33, -1005, -5, 4, -2, 251, 327, 120
6688942478, -11, -33, -1005, -5, 4, -2, 251, 327, 120
6689042519, -7, -24, -999, -4, 2, -1, 251, 317, 112
6689042519, -7, -24, -999, -4, 2, -1, 251, 317, 112
6689142484, -9, -35, -999, -5, 3, 0, 251, 321, 118
6689142484, -9, -35, -999, -5, 3, 0, 251, 321, 118
6689242448, -8, -42, -1001, -3, 3, 1, 251, 318, 117
6689242448, -8, -42, -1001, -3, 3, 1, 251, 318, 117
6689342481, -6, -34, -1003, -3, 2, -3, 251, 320, 122
6689342481, -6, -34, -1003, -3, 2, -3, 251, 320, 122
6689442390, -8, -31, -1003, -5, 2, -12, 251, 318, 122
6689442390, -8, -31, -1003, -5, 2, -12, 251, 318, 122
6689542477, -12, -35, -1004, -1, 0, -17, 250, 326, 134
6689542477, -12, -35, -1004, -1, 0, -17, 250, 326, 134
6689642495, -5, -18, -1002, -4, 3, -8, 250, 326, 136
6689642495, -5, -18, -1002, -4, 3, -8, 250, 326, 136
6689742449, -6, -22, -999, -1, 5, -3, 249, 327, 139
6689742449, -6, -22, -999, -1, 5, -3, 249, 327, 139
6689842458, -9, -28, -994, 0, 1, -2, 249, 327, 142
6689842458, -9, -28, -994, 0, 1, -2, 249, 327, 142
6689942501, -6, -26, -996, -1, 5, -4, 249, 327, 146
6689942501, -6, -26, -996, -1, 5, -4, 249, 327, 146
6690042406, -6, -31, -995, -2, 2, -3, 249, 326, 148
6690042406, -6, -31, -995, -2, 2, -3, 249, 326, 148
6690142452, -2, -34, -1004, -3, 2, 1, 249, 324, 148
6690142452, -2, -34, -1004, -3, 2, 1, 249, 324, 148
6690242566, -5, -47, -1003, -3, 1, 4, 249, 317, 145
6690242566, -5, -47, -1003, -3, 1, 4, 249, 317, 145
6690342461, -2, -49, -1004, 0, 0, 9, 249, 320, 152
6690342461, -2, -49, -1004, 0, 0, 9, 249, 320, 152
6690442481, -6, -62, -997, -1, -3, 19, 249, 323, 158
6690442481, -6, -62, -997, -1, -3, 19, 249, 323, 158
6690542508, -4, -37, -996, -4, 3, 31, 250, 321, 159
6690542508, -4, -37, -996, -4, 3, 31, 250, 321, 159
6690642383, -15, -49, -993, 0, 0, 27, 250, 320, 160
6690642383, -15, -49, -993, 0, 0, 27, 250, 320, 160
6690742380, -7, -27, -1000, -4, 5, 5, 251, 320, 161
6690742380, -7, -27, -1000, -4, 5, 5, 251, 320, 161
6690842423, -8, -31, -1001, -3, 0, -7, 251, 320, 161
6690842423, -8, -31, -1001, -3, 0, -7, 251, 320, 161
6690942437, -3, -10, -996, -3, -3, 6, 251, 320, 161
6690942437, -3, -10, -996, -3, -3, 6, 251, 320, 161
6691042451, -22, -5, -997, -4, -1, 12, 251, 318, 161
6691042451, -22, -5, -997, -4, -1, 12, 251, 318, 161
6691142580, -11, 17, -1008, 0, -3, 10, 251, 314, 158
6691142580, -11, 17, -1008, 0, -3, 10, 251, 314, 158
6691242374, -13, 6, -994, -4, -10, 21, 252, 304, 150
6691242374, -13, 6, -994, -4, -10, 21, 252, 304, 150
6691342387, -24, -12, -998, -3, 8, 8, 252, 305, 156
6691342387, -24, -12, -998, -3, 8, 8, 252, 305, 156
6691442555, -5, -26, -991, 0, 5, 6, 252, 310, 166
6691442555, -5, -26, -991, 0, 5, 6, 252, 310, 166
6691542385, -13, -29, -993, 0, 2, 18, 252, 308, 171
6691542385, -13, -29, -993, 0, 2, 18, 252, 308, 171
6691642439, -16, -36, -990, -5, 6, 11, 252, 310, 178
6691642439, -16, -36, -990, -5, 6, 11, 252, 310, 178
6691742499, -19, -28, -991, -6, 10, 7, 252, 308, 182
6691742499, -19, -28, -991, -6, 10, 7, 252, 308, 182
6691842460, -15, -16, -998, -10, 24, -12, 252, 306, 185
6691842460, -15, -16, -998, -10, 24, -12, 252, 306, 185
6691942422, 0, -46, -1004, -6, 15, -25, 251, 304, 188
6691942422, 0, -46, -1004, -6, 15, -25, 251, 304, 188
6692042455, 5, -66, -995, -3, 1, -6, 250, 303, 193
6692042455, 5, -66, -995, -3, 1, -6, 250, 303, 193
6692142384, -5, -67, -1009, -2, 2, 0, 250, 298, 192
6692142384, -5, -67, -1009, -2, 2, 0, 250, 298, 192
6692242399, -2, -48, -1005, -1, 0, 0, 249, 299, 196
6692242399, -2, -48, -1005, -1, 0, 0, 249, 299, 196
6692347690, -11, -24, -1006, 1, 1, -2, 249, 299, 198
6692347690, -11, -24, -1006, 1, 1, -2, 249, 299, 198
6692442868, -8, -17, -1001, -1, 5, 0, 249, 303, 204
6692442868, -8, -17, -1001, -1, 5, 0, 249, 303, 204
6692542568, -7, -13, -998, -4, 3, 3, 249, 292, 194
6692542568, -7, -13, -998, -4, 3, 3, 249, 292, 194
6692642493, 1, -9, -994, -3, 12, 10, 249, 290, 195
6692642493, 1, -9, -994, -3, 12, 10, 249, 290, 195
6692742408, 4, -30, -998, -6, 2, 13, 249, 294, 203
6692742408, 4, -30, -998, -6, 2, 13, 249, 294, 203
6692842398, 3, -35, -1001, -1, 2, 16, 249, 293, 207
6692842398, 3, -35, -1001, -1, 2, 16, 249, 293, 207
6692942451, -6, -36, -1005, -2, 0, 11, 248, 288, 207
6692942451, -6, -36, -1005, -2, 0, 11, 248, 288, 207
6693042486, -8, -24, -1002, -2, 2, 6, 248, 288, 210
6693042486, -8, -24, -1002, -2, 2, 6, 248, 288, 210
6693142546, -7, -34, -1004, -1, 4, 0, 248, 283, 209
6693142546, -7, -34, -1004, -1, 4, 0, 248, 283, 209
6693242632, 2, -41, -998, -5, 4, -3, 249, 270, 199
6693242632, 2, -41, -998, -5, 4, -3, 249, 270, 199
6693342463, -10, -32, -1001, -2, -3, -16, 248, 275, 208
6693342463, -10, -32, -1001, -2, -3, -16, 248, 275, 208
6693442474, 4, -44, -995, -4, 1, -12, 248, 280, 217
6693442474, 4, -44, -995, -4, 1, -12, 248, 280, 217
6693542429, -3, -47, -1000, -8, 2, -13, 247, 281, 221
6693542429, -3, -47, -1000, -8, 2, -13, 247, 281, 221
6693642383, -7, -46, -1000, -4, 0, -9, 247, 272, 216
6693642383, -7, -46, -1000, -4, 0, -9, 247, 272, 216
6693742458, 1, -28, -1000, -3, -2, -7, 246, 278, 224
6693742458, 1, -28, -1000, -3, -2, -7, 246, 278, 224
6693842507, -9, -23, -996, -6, 4, -3, 246, 277, 225
6693842507, -9, -23, -996, -6, 4, -3, 246, 277, 225
6693942506, -3, -30, -996, -7, 4, -10, 245, 273, 224
6693942506, -3, -30, -996, -7, 4, -10, 245, 273, 224
6694042394, 6, -31, -1000, -6, 2, -8, 245, 273, 227
6694042394, 6, -31, -1000, -6, 2, -8, 245, 273, 227
6694142432, 0, -28, -999, -6, -2, 0, 245, 270, 225
6694142432, 0, -28, -999, -6, -2, 0, 245, 270, 225
6694242408, -10, -38, -1004, -5, -1, -5, 245, 270, 228
6694242408, -10, -38, -1004, -5, -1, -5, 245, 270, 228
6694342559, -5, -38, -998, -7, 0, -13, 244, 262, 222
6694342559, -5, -38, -998, -7, 0, -13, 244, 262, 222
6694442651, -8, -32, -1005, -5, 4, -5, 244, 268, 231
6694442651, -8, -32, -1005, -5, 4, -5, 244, 268, 231
6694542428, 1, -33, -998, -6, 1, -3, 244, 261, 227
6694542428, 1, -33, -998, -6, 1, -3, 244, 261, 227
6694642424, 0, -35, -995, -5, 6, -4, 243, 265, 234
6694642424, 0, -35, -995, -5, 6, -4, 243, 265, 234
6694742468, -5, -31, -999, -4, 4, 0, 242, 264, 236
6694742468, -5, -31, -999, -4, 4, 0, 242, 264, 236
6694842423, 2, -31, -1000, -4, 4, 0, 243, 263, 236
6694842423, 2, -31, -1000, -4, 4, 0, 243, 263, 236
6694942382, -4, -36, -998, -5, 0, 0, 242, 260, 235
6694942382, -4, -36, -998, -5, 0, 0, 242, 260, 235
6695042478, -5, -39, -999, -3, -1, -7, 242, 259, 236
6695042478, -5, -39, -999, -3, -1, -7, 242, 259, 236
6695142749, -1, -32, -1004, -1, -1, 0, 242, 256, 234
6695142749, -1, -32, -1004, -1, -1, 0, 242, 256, 234
6695242517, -1, -18, -999, -4, 0, 2, 242, 247, 225
6695242517, -1, -18, -999, -4, 0, 2, 242, 247, 225
6695347463, 0, -24, -998, -4, 6, 3, 242, 251, 231
6695347463, 0, -24, -998, -4, 6, 3, 242, 251, 231
6695442458, 0, -32, -995, -5, 1, 1, 241, 257, 239
6695442458, 0, -32, -995, -5, 1, 1, 241, 257, 239
6695542416, -6, -24, -1003, -3, 0, 1, 241, 253, 237
6695542416, -6, -24, -1003, -3, 0, 1, 241, 253, 237
6695642473, 0, -37, -1001, -3, 3, -2, 241, 253, 238
6695642473, 0, -37, -1001, -3, 3, -2, 241, 253, 238
6695742478, -1, -30, -1002, -4, -2, 4, 240, 252, 240
6695742478, -1, -30, -1002, -4, -2, 4, 240, 252, 240
6695842498, -12, -32, -998, -1, 5, 6, 240, 251, 240
6695842498, -12, -32, -998, -1, 5, 6, 240, 251, 240
6695942624, -5, -28, -1000, -2, 3, -5, 240, 250, 240
6695942624, -5, -28, -1000, -2, 3, -5, 240, 250, 240
6696042392, 4, -31, -998, -2, 5, 2, 240, 249, 239
6696042392, 4, -31, -998, -2, 5, 2, 240, 249, 239
6696142476, -2, -34, -1001, -3, 0, 6, 239, 243, 235
6696142476, -2, -34, -1001, -3, 0, 6, 239, 243, 235
6696242474, -5, -34, -997, -5, 1, -1, 240, 237, 230
6696242474, -5, -34, -997, -5, 1, -1, 240, 237, 230
6696342474, 0, -22, -1004, -5, 4, 2, 239, 238, 232
6696342474, 0, -22, -1004, -5, 4, 2, 239, 238, 232
6696442607, 2, -26, -998, -3, 6, 6, 238, 243, 238
6696442607, 2, -26, -998, -3, 6, 6, 238, 243, 238
6696542560, 0, -28, -1004, -1, 3, 3, 238, 242, 238
6696542560, 0, -28, -1004, -1, 3, 3, 238, 242, 238
6696642469, 1, -29, -996, -1, 3, 5, 237, 242, 240
6696642469, 1, -29, -996, -1, 3, 5, 237, 242, 240
6696742460, -3, -32, -1001, -3, 2, 3, 237, 241, 241
6696742460, -3, -32, -1001, -3, 2, 3, 237, 241, 241
6696842529, 0, -30, -998, -5, 3, 2, 236, 240, 241
6696842529, 0, -30, -998, -5, 3, 2, 236, 240, 241
6696942562, -3, -34, -997, -5, 5, 0, 235, 239, 241
6696942562, -3, -34, -997, -5, 5, 0, 235, 239, 241
6697042523, -6, -23, -997, -5, 2, 0, 235, 233, 237
6697042523, -6, -23, -997, -5, 2, 0, 235, 233, 237
6697142742, 2, -23, -1004, -7, 3, -1, 234, 235, 239
6697142742, 2, -23, -1004, -7, 3, -1, 234, 235, 239
6697242524, 0, -31, -995, -5, 4, 0, 234, 221, 227
