Time (us), Accel_X (mG), Accel_Y (mG), Accel_Z (mG), Gyro_X (mRad/s), Gyro_Y (mRad/s), Gyro_Z (mRad/s), Mag_X (mGauss), Mag_Y (mGauss), Mag_Z (mGauss)
6982942505, -3, 1, -1002, -4, 2, 0, 319, 257, 368
6983042562, -3, -2, -996, -3, 1, 10, 319, 257, 368
6983042562, -3, -2, -996, -3, 1, 10, 319, 257, 368
6983142481, 0, -1, -1000, -3, 1, 17, 319, 257, 369
6983142481, 0, -1, -1000, -3, 1, 17, 319, 257, 369
6983242495, -3, 1, -1001, -4, 0, 21, 319, 254, 367
6983242495, -3, 1, -1001, -4, 0, 21, 319, 254, 367
6983342580, -4, 0, -1001, -5, 3, 19, 319, 255, 369
6983342580, -4, 0, -1001, -5, 3, 19, 319, 255, 369
6983442448, -5, 6, -998, -5, 2, 17, 319, 255, 369
6983442448, -5, 6, -998, -5, 2, 17, 319, 255, 369
6983542464, -2, 1, -998, -5, 1, 13, 319, 254, 368
6983542464, -2, 1, -998, -5, 1, 13, 319, 254, 368
6983642500, -3, 2, -996, -4, 0, 11, 319, 252, 367
6983642500, -3, 2, -996, -4, 0, 11, 319, 252, 367
6983742491, -7, -5, -997, -2, 2, 7, 319, 253, 369
6983742491, -7, -5, -997, -2, 2, 7, 319, 253, 369
6983842491, 2, 1, -998, -3, -4, 0, 319, 253, 368
6983842491, 2, 1, -998, -3, -4, 0, 319, 253, 368
6983942592, -2, 2, -996, -4, 5, 0, 319, 251, 367
6983942592, -2, 2, -996, -4, 5, 0, 319, 251, 367
6984042495, -3, 5, -1000, -4, 4, -4, 319, 253, 369
6984042495, -3, 5, -1000, -4, 4, -4, 319, 253, 369
6984142409, -6, 6, -1001, -3, 3, -4, 319, 253, 369
6984142409, -6, 6, -1001, -3, 3, -4, 319, 253, 369
6984242494, -5, -1, -998, -5, 1, -4, 319, 253, 369
6984242494, -5, -1, -998, -5, 1, -4, 319, 253, 369
6984342424, -4, -2, -999, -5, 0, -3, 319, 254, 369
6984342424, -4, -2, -999, -5, 0, -3, 319, 254, 369
6984442536, 0, -1, -1003, -3, -1, -1, 319, 255, 369
6984442536, 0, -1, -1003, -3, -1, -1, 319, 255, 369
6984542470, 2, 3, -998, -4, 0, 0, 319, 252, 368
6984542470, 2, 3, -998, -4, 0, 0, 319, 252, 368
6984642393, -1, 0, -1002, -5, 3, 0, 319, 254, 368
6984642393, -1, 0, -1002, -5, 3, 0, 319, 254, 368
6984742413, -3, 0, -1003, -4, 2, 1, 319, 253, 369
6984742413, -3, 0, -1003, -4, 2, 1, 319, 253, 369
6984842426, -8, -2, -999, -4, 4, 0, 319, 254, 368
6984842426, -8, -2, -999, -4, 4, 0, 319, 254, 368
6984942372, -4, -1, -1002, -3, 0, -3, 319, 251, 367
6984942372, -4, -1, -1002, -3, 0, -3, 319, 251, 367
6985042379, -3, -3, -1002, -3, 0, -2, 319, 254, 369
6985042379, -3, -3, -1002, -3, 0, -2, 319, 254, 369
6985142456, 0, -2, -999, -3, 2, -2, 319, 254, 368
6985142456, 0, -2, -999, -3, 2, -2, 319, 254, 368
6985242404, -4, -3, -999, -4, 1, -3, 319, 253, 368
6985242404, -4, -3, -999, -4, 1, -3, 319, 253, 368
6985342415, -3, -3, -999, -3, 1, -1, 319, 253, 368
6985342415, -3, -3, -999, -3, 1, -1, 319, 253, 368
6985442460, 0, 1, -1000, -4, 2, 0, 319, 254, 369
6985442460, 0, 1, -1000, -4, 2, 0, 319, 254, 369
6985542379, -2, -2, -1000, -4, 2, 3, 319, 252, 367
6985542379, -2, -2, -1000, -4, 2, 3, 319, 252, 367
6985642368, -4, 0, -1002, -4, 2, 4, 319, 254, 369
6985642368, -4, 0, -1002, -4, 2, 4, 319, 254, 369
6985742430, -4, -2, -1000, -3, 2, 2, 319, 253, 369
6985742430, -4, -2, -1000, -3, 2, 2, 319, 253, 369
6985842410, -3, -2, -1000, -4, 2, 0, 319, 254, 369
6985842410, -3, -2, -1000, -4, 2, 0, 319, 254, 369
6985942425, -4, -2, -1000, -4, 1, -1, 319, 253, 367
6985942425, -4, -2, -1000, -4, 1, -1, 319, 253, 367
6986042480, -3, -2, -1002, -3, 2, -1, 319, 253, 368
6986042480, -3, -2, -1002, -3, 2, -1, 319, 253, 368
